40.758537,-73.97721,2021_04_15_00:00:00
40.716824,-73.82019,2021_04_14_00:00:00
40.605072,-73.997795,2021_04_15_00:00:00
40.827595,-73.85004,2021_04_15_00:00:00
40.835598,-73.9138,2021_04_13_00:00:00
40.74832,-73.87729,2021_04_16_00:00:00
40.81094,-73.94318,2021_04_16_00:00:00
40.64884,-73.95102,2021_04_15_00:00:00
40.64124,-73.943726,2021_04_14_00:00:00
40.810486,-73.905075,2021_04_14_00:00:00
40.636612,-73.97708,2021_04_13_00:00:00
40.72956,-73.87145,2021_04_16_00:00:00
40.67474,-73.99777,2021_04_14_00:00:00
40.765152,-73.995155,2021_04_15_00:00:00
40.704483,-73.9488,2021_04_15_00:00:00
40.742523,-73.94924,2021_04_16_00:00:00
40.74217,-73.804436,2021_04_14_00:00:00
40.852673,-73.919106,2021_04_14_00:00:00
40.57699,-73.98153,2021_04_15_00:00:00
40.711033,-73.7281,2021_04_15_00:00:00
40.818607,-73.904785,2021_04_15_00:00:00
40.696445,-73.8131,2021_04_14_00:00:00
40.733376,-73.86665,2021_04_16_00:00:00
40.679073,-73.92527,2021_04_15_00:00:00
40.7722,-73.74176,2021_04_16_00:00:00
